rn	type	text
48422	I	<par>initial consonant is affricate.</par>
48454	I	<par><latinform>a</latinform> = body-part prefix?; <latinform>po</latinform>: cf. Darang;<latinform>bra</latinform>: cf. Idu2</par>
48472	I	<par>division?</par>
48473	I	<par>BP pfx?</par>
48645	I	<par>Loan from Indo-Aryan.</par>
48982	T	<par>Possible loan from Indic, cf. Sanskrit mārjārá.</par>
