srcabbr	citation	author	year	imprint	title	location	status	dataformat	format	callnumber	scope	totalnum	refonly	citechk	pi	infascicle	haveit	todo	proofer	inputter	dbprep	dbload	dbcheck	notes
SVD-LimA	Driem 88? LimA	Driem, George van	1988	(unpublished ms. contributed to STEDT)	Limbu data	STEDT	incomplete	list	Grammar		3	3600	F		T	1		Eval	STEDT	zev	STEDT	STEDT	STEDT	6/97:  SVD-Lim forms in d.b. not from published grammar.  JB will ask SVD if he has disk copy for us; otherwise LB will enter appendix; [dwbruhn] year of source unclear
