srcabbr	citation	author	year	imprint	title	location	status	dataformat	format	callnumber	scope	totalnum	refonly	citechk	pi	infascicle	haveit	todo	proofer	inputter	dbprep	dbload	dbcheck	notes
AW-STLR	Weidert 79	Weidert, Alfons K.	1979	LTBA 5.1:49-127	The Sino-Tibetan tonogenetic laryngeal reconstruction theory				Art./Monograph									Refonly						
